
Release,Filename,size,LOC_added,MAX_LOC_added,AVG_LOC_Added,CHURN,MAX_Churn,AVG_Churn,NR,NAUTH,CHGSETSIZE,MAX_ChgSet,AVG_ChgSet,BUGGYNESS
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,29,2,2,2,1,1,1,1,1,12,12,12,No
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,241,4,4,4,1,1,1,1,1,41,41,41,Yes
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,255,8,6,4,3,2,1,2,2,53,41,26,Yes
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,62,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,77,1,1,1,0,0,0,1,1,39,39,39,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,381,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,168,1,1,1,0,0,0,1,1,15,15,15,No
4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,228,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,374,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,88,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,289,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,907,87,41,10,-57,12,-7,8,3,53,15,6,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,21,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,114,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,730,38,28,12,27,21,9,3,2,15,13,5,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,125,9,9,9,8,8,8,1,1,5,5,5,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,34,34,34,34,34,34,34,1,1,13,13,13,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,204,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,368,78,77,39,58,63,29,2,2,23,13,11,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,9,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,265,36,36,36,5,5,5,1,1,13,13,13,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,323,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,380,6,3,2,2,2,0,3,2,34,13,11,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,8,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,116,72,71,36,49,48,24,2,2,23,13,11,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,364,94,83,18,22,17,4,5,2,42,13,8,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,107,36,30,18,32,26,16,2,2,8,5,4,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,16,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,707,16,13,5,-1,0,0,3,2,14,11,4,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,48,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,23,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,158,19,15,6,18,15,6,3,2,14,10,4,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,133,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,18,2,2,2,1,1,1,1,1,13,13,13,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java,47,47,47,47,47,47,47,1,1,13,13,13,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,60,11,11,11,-3,-3,-3,1,1,9,9,9,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,114,193,114,64,129,114,43,3,2,15,10,5,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,29,3,3,3,3,3,3,1,1,3,3,3,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,258,22,22,22,20,20,20,1,1,7,7,7,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,237,83,35,20,69,35,17,4,3,48,23,12,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,403,60,49,20,57,49,19,3,1,17,12,5,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,205,54,32,27,12,28,6,2,1,35,23,17,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,4,4,4,4,4,4,4,1,1,12,12,12,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,30,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,61,61,61,61,61,61,61,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,115,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,17,17,17,17,17,17,17,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,183,1,1,1,-2,-2,-2,1,1,2,2,2,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,62,2,2,2,1,1,1,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,27,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,77,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,278,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,565,56,26,11,25,12,5,5,1,44,23,8,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,325,41,25,13,25,22,8,3,2,23,15,7,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,116,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,104,2,2,2,0,0,0,1,1,7,7,7,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,52,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,105,15,10,7,10,7,5,2,1,16,11,8,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,265,22,17,11,14,11,7,2,1,12,11,6,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,416,421,416,210,417,416,208,2,2,25,23,12,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,83,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,65,2,2,2,0,0,0,1,1,11,11,11,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,68,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,89,5,5,5,1,1,1,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,90,16,16,16,16,16,16,1,1,23,23,23,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,8,8,8,8,8,8,8,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,241,26,16,13,26,16,13,2,2,20,15,10,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,44,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,181,14,10,7,0,1,0,2,1,12,9,6,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,102,26,23,8,9,9,3,3,1,21,9,7,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,57,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,306,62,39,12,29,20,5,5,2,39,15,7,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,58,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,126,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,49,8,8,8,-6,-6,-6,1,1,9,9,9,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,136,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,25,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,474,10,5,3,4,4,1,3,2,29,15,9,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,463,4,2,2,-1,1,0,2,2,20,15,10,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,42,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,43,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,65,4,4,4,1,1,1,1,1,9,9,9,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,285,6,6,6,5,5,5,1,1,15,15,15,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,143,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,31,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,12,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,89,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,108,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java,51,51,51,51,51,51,51,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,71,71,71,71,71,71,71,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java,6,6,6,6,6,6,6,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java,8,8,8,8,8,8,8,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,22,22,22,22,22,22,22,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,565,565,565,565,565,565,565,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java,12,12,12,12,12,12,12,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java,94,94,94,94,94,94,94,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,135,135,135,135,135,135,135,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,143,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,217,10,9,5,7,6,3,2,2,26,15,13,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,138,8,7,4,-3,1,-1,2,2,25,15,12,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,151,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,197,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,240,5,5,5,5,5,5,1,1,11,11,11,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,253,18,6,3,6,4,1,5,3,31,15,6,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,50,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,9,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,59,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,3670,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,488,73,39,18,30,17,7,4,2,16,11,4,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,23,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,68,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,406,31,27,15,3,13,1,2,1,19,12,9,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,213,1,1,1,-1,-1,-1,1,1,12,12,12,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,200,2,1,1,1,1,0,2,2,22,12,11,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,95,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,33,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,276,9,4,3,2,3,0,3,2,23,12,7,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,104,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,84,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,16,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,87,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,30,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,397,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,40,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,195,1,1,1,1,1,1,1,1,15,15,15,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,14,0,0,0,0,0,0,1,1,3,3,3,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java,73,73,73,73,73,73,73,1,1,5,5,5,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,69,13,13,13,11,11,11,1,1,15,15,15,Yes
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,69,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java,379,379,379,379,379,379,379,1,1,23,23,23,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,57,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,130,26,26,26,7,7,7,1,1,5,5,5,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java,170,170,170,170,170,170,170,1,1,15,15,15,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,28,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,21,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,50,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java,298,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java,43,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,37,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheSet.java,76,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java,51,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/Mutable.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java,1467,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/StateManager.java,115,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContext.java,50,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContextFactory.java,11,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/BytesMessageImpl.java,547,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MapMessageImpl.java,215,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageImpl.java,617,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageUtil.java,314,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java,117,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java,630,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java,90,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java,996,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java,115,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java,136,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.2.2,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java,4,0,0,0,0,0,0,0,0,0,0,0,No
