
Release,Filename,size,LOC_added,MAX_LOC_added,AVG_LOC_Added,CHURN,MAX_Churn,AVG_Churn,NR,NAUTH,CHGSETSIZE,MAX_ChgSet,AVG_ChgSet,BUGGYNESS
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,11,1,1,1,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,74,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,47,4,4,4,4,4,4,1,1,34,34,34,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,9,2,1,1,2,1,1,2,1,46,34,23,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,308,7,5,3,4,2,2,2,1,50,34,25,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,37,3,3,3,3,3,3,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,36,7,7,7,7,7,7,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,24,25,24,12,24,24,12,2,1,50,34,25,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,4,4,4,4,4,4,4,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,41,9,9,9,9,9,9,1,1,16,16,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,100,13,13,13,13,13,13,1,1,16,16,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,45,9,9,9,9,9,9,1,1,16,16,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,5,5,5,5,5,5,5,1,1,4,4,4,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,4,4,4,4,4,4,4,1,1,4,4,4,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,17,17,17,17,17,17,17,1,1,4,4,4,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,271,67,46,22,44,46,14,3,1,62,34,20,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,42,42,42,42,42,42,42,1,1,16,16,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,11,11,11,11,11,11,11,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,37,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,123,126,123,63,124,123,62,2,1,50,34,25,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,108,1,1,1,1,1,1,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,493,170,137,56,144,113,48,3,1,23,13,7,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,47,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,54,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,293,54,48,27,48,42,24,2,1,47,34,23,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,32,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,28,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,12,3,3,3,3,3,3,1,1,13,13,13,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,37,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,337,37,26,12,34,25,11,3,1,63,34,21,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,33,33,33,33,33,33,33,1,1,16,16,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,7,7,7,7,7,7,7,1,1,16,16,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,27,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,79,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,114,17,9,8,9,7,4,2,1,43,34,21,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,13,2,2,2,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,31,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,35,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,74,4,4,4,4,4,4,1,1,9,9,9,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,42,1,1,1,0,0,0,1,1,9,9,9,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,55,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,41,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,14,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,25,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,37,16,16,16,14,14,14,1,1,13,13,13,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,140,221,209,73,145,147,48,3,1,48,34,16,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,305,155,84,38,135,81,33,4,1,64,34,16,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,16,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,43,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,28,14,14,14,12,12,12,1,1,12,12,12,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,13,1,1,1,1,1,1,1,1,12,12,12,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,11,1,1,1,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,178,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,125,3,3,3,3,3,3,1,1,12,12,12,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,12,1,1,1,1,1,1,1,1,12,12,12,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,26,3,3,3,3,3,3,1,1,12,12,12,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,325,15,14,7,14,14,7,2,1,46,34,23,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,62,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,13,1,1,1,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,44,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,168,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,227,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,366,14,14,14,7,7,7,1,1,19,19,19,Yes
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,87,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,295,15,15,15,-7,-7,-7,1,1,1,1,1,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,520,513,136,30,381,116,22,17,3,230,41,13,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,21,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,108,4,4,4,3,3,3,1,1,18,18,18,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,488,703,488,140,687,488,137,5,3,49,18,9,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,125,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,142,95,83,31,60,57,20,3,2,49,20,16,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,323,92,47,15,48,28,8,6,3,44,14,7,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,9,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,181,83,51,27,80,50,26,3,1,28,12,9,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,315,15,10,7,7,4,3,2,2,22,20,11,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,7,7,7,7,7,7,7,1,1,21,21,21,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,322,109,59,15,59,52,8,7,3,129,41,18,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,8,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,113,35,10,4,3,8,0,8,2,120,41,15,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,361,26,10,4,3,4,0,6,3,71,39,11,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,106,2,2,2,0,0,0,1,1,12,12,12,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,14,2,2,2,2,2,2,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,611,164,73,18,101,56,11,9,2,137,41,15,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,29,2,2,2,0,0,0,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,49,4,4,4,-1,-1,-1,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,23,1,1,1,0,0,0,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,141,159,141,53,158,141,52,3,2,29,14,9,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,133,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,16,3,3,3,2,2,2,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,24,25,24,12,24,24,12,2,1,26,14,13,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,15,15,15,15,15,15,15,1,1,12,12,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,60,60,60,60,60,60,60,1,1,21,21,21,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,218,40,10,10,40,10,10,4,1,62,41,15,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,214,67,23,6,23,19,2,10,3,164,41,16,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,411,208,72,16,-15,54,-1,13,3,171,41,13,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,131,91,81,30,70,71,23,3,2,33,20,11,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,30,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,108,7,7,7,7,7,7,1,1,9,9,9,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,9,9,7,4,6,5,3,2,1,24,19,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,185,194,185,48,183,185,45,4,1,32,19,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,72,12,5,3,-10,3,-2,4,2,80,41,20,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,24,11,5,3,3,2,1,3,2,67,41,22,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,40,0,0,0,-1,-1,-1,1,1,2,2,2,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,59,97,59,19,77,59,15,5,2,28,7,5,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,181,343,181,85,278,181,69,4,1,21,7,5,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,531,276,118,23,33,53,2,12,3,143,41,11,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,174,222,131,24,130,87,14,9,3,147,41,16,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,105,43,34,14,11,30,3,3,2,55,41,18,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,93,2,1,1,0,0,0,2,2,50,39,25,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,51,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,104,40,25,8,1,20,0,5,3,43,19,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,120,360,117,30,142,101,11,12,3,102,39,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,85,7,4,2,-2,0,0,3,2,51,39,17,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,42,26,23,13,23,23,11,2,1,7,5,3,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,46,34,29,17,22,18,11,2,1,24,19,12,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,42,50,26,10,50,26,10,5,2,74,41,14,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,81,16,8,4,8,8,2,4,1,33,19,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,198,46,24,7,46,24,7,6,3,46,14,7,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,43,3,3,3,1,1,1,1,1,1,1,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,158,156,101,22,23,97,3,7,3,155,41,22,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,106,48,24,9,-4,4,0,5,3,124,41,24,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,38,61,38,15,57,38,14,4,2,89,41,22,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,321,102,77,20,-15,5,-3,5,3,124,41,24,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,38,62,38,15,58,38,14,4,2,89,41,22,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,113,48,28,9,13,14,2,5,3,123,41,24,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,21,45,39,22,28,35,14,2,2,62,41,31,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,55,144,84,36,79,56,19,4,2,89,41,22,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,14,25,14,8,25,14,8,3,1,28,12,9,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,522,576,522,288,474,522,237,2,2,30,21,15,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,314,523,314,40,463,314,35,13,3,82,20,6,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,38,45,38,22,42,38,21,2,1,52,41,26,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,43,9,9,9,-4,-4,-4,1,1,4,4,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,65,4,4,4,-4,-4,-4,1,1,4,4,4,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,285,26,26,26,-4,-4,-4,1,1,4,4,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,143,143,143,143,143,143,143,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,13,13,13,13,13,13,13,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,4,4,4,4,4,4,4,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,31,31,31,31,31,31,31,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,13,13,13,13,13,13,13,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,12,12,12,12,12,12,12,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,20,20,20,20,20,20,20,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,20,20,20,20,20,20,20,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,22,22,22,22,22,22,22,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,89,89,89,89,89,89,89,1,1,4,4,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,107,107,107,107,107,107,107,1,1,16,16,16,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,136,7,7,7,7,7,7,1,1,11,11,11,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,167,62,41,31,49,34,24,2,1,9,6,4,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,61,1,1,1,1,1,1,1,1,14,14,14,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,390,109,40,10,91,37,9,10,3,133,39,13,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,55,3,3,3,1,1,1,1,1,11,11,11,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,10,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,59,1,1,1,0,0,0,1,1,1,1,1,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,1345,3696,1345,528,3670,1345,524,7,2,71,19,10,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,362,23,21,11,19,21,9,2,2,51,39,25,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,477,72,35,10,32,23,4,7,3,73,39,10,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,106,2,2,2,1,1,1,1,1,11,11,11,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,160,457,185,114,399,175,99,4,1,33,12,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,162,276,162,46,210,162,35,6,2,53,20,8,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,195,217,195,36,200,195,33,6,2,63,20,10,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,98,101,98,33,95,98,31,3,2,34,20,11,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,20,20,20,20,20,20,20,1,1,7,7,7,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,27,40,27,13,33,27,11,3,2,13,9,4,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,209,364,209,45,274,209,34,8,1,38,10,4,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,104,0,0,0,0,0,0,0,0,0,0,0,No
