DATASET,TRAIN_RELEASES,%TRAIN_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TP,FP,TN,FN,NPOFB20,COST
STORM,13,87.97353248461866,IBk,true,true,false,0.11906744379683597,0.697560975609756,0.6864437965771322,0.10225256986701016,143.0,1058.0,1845.0,62.0,0.5245098039215687,1678
STORM,13,87.97353248461866,IBk,true,false,true,0.17703349282296652,0.18048780487804877,0.5878183208287474,0.12014933947920979,37.0,172.0,2731.0,168.0,0.44390243902439025,1852
STORM,14,89.0707934100779,RandomForest,false,false,false,0.22580645161290322,0.04093567251461988,0.6990068226120858,0.05364320411467739,7.0,24.0,2976.0,164.0,0.4502923976608187,1664
STORM,14,89.0707934100779,RandomForest,true,false,false,0.1791044776119403,0.14035087719298245,0.7424152046783625,0.11546389067073926,24.0,110.0,2890.0,147.0,0.5263157894736842,1580
STORM,14,89.0707934100779,RandomForest,true,true,false,0.12162162162162163,0.6842105263157895,0.7646179337231969,0.12654504542183073,117.0,845.0,2155.0,54.0,0.47953216374269003,1385
STORM,14,89.0707934100779,RandomForest,true,false,true,NaN,0.0,0.7595984405458089,0.0,0.0,0.0,3000.0,171.0,0.6081871345029239,1710
STORM,14,89.0707934100779,NaiveBayes,false,false,false,0.7142857142857143,0.029239766081871343,0.7111734892787525,0.05215961739650147,5.0,2.0,2998.0,166.0,0.3684210526315789,1662
STORM,14,89.0707934100779,NaiveBayes,true,false,false,0.25,0.017543859649122806,0.682780701754386,0.025897752300027742,3.0,9.0,2991.0,168.0,0.5087719298245614,1689
STORM,14,89.0707934100779,NaiveBayes,true,true,false,0.18253968253968253,0.13450292397660818,0.6773499025341131,0.11435915410678768,23.0,103.0,2897.0,148.0,0.5146198830409356,1583
STORM,14,89.0707934100779,NaiveBayes,true,false,true,0.4,0.011695906432748537,0.682780701754386,0.01972371698784652,2.0,3.0,2997.0,169.0,0.391812865497076,1693
STORM,14,89.0707934100779,IBk,false,false,false,0.16,0.04678362573099415,0.39757504873294347,0.04919766385691726,8.0,42.0,2958.0,163.0,0.23976608187134502,1672
STORM,14,89.0707934100779,IBk,true,false,false,0.20689655172413793,0.07017543859649122,0.4123421052631579,0.07966327020357503,12.0,46.0,2954.0,159.0,0.25146198830409355,1636
STORM,14,89.0707934100779,IBk,true,true,false,0.0837920489296636,0.8011695906432749,0.6782456140350878,0.05992736358612109,137.0,1498.0,1502.0,34.0,0.47953216374269003,1838
STORM,14,89.0707934100779,IBk,true,false,true,0.23684210526315788,0.05263157894736842,0.4123430799220273,0.06784528652097785,9.0,29.0,2971.0,162.0,0.21052631578947367,1649
STORM,15,89.70720093992517,RandomForest,false,false,false,0.3150684931506849,0.1402439024390244,0.7703155704542828,0.1688694154077815,23.0,50.0,3115.0,141.0,0.5487804878048781,1460
STORM,15,89.70720093992517,RandomForest,true,false,false,0.33986928104575165,0.3170731707317073,0.7720610334065426,0.29452726022749753,52.0,101.0,3064.0,112.0,0.6097560975609756,1221
STORM,15,89.70720093992517,RandomForest,true,true,false,0.10214592274678111,0.725609756097561,0.7595335799329558,0.10147692263541834,119.0,1046.0,2119.0,45.0,0.4451219512195122,1496
STORM,15,89.70720093992517,RandomForest,true,false,true,0.2857142857142857,0.012195121951219513,0.7665067622240204,0.019436894471067313,2.0,5.0,3160.0,162.0,0.5426829268292683,1625
STORM,15,89.70720093992517,NaiveBayes,false,false,false,0.5454545454545454,0.07317073170731707,0.7834980541748545,0.11876243917264914,12.0,10.0,3155.0,152.0,0.21951219512195122,1530
STORM,15,89.70720093992517,NaiveBayes,true,false,false,0.3157894736842105,0.036585365853658534,0.701781104303934,0.055916082756333065,6.0,13.0,3152.0,158.0,0.3475609756097561,1593
STORM,15,89.70720093992517,NaiveBayes,true,true,false,0.3333333333333333,0.03048780487804878,0.7140089777675028,0.04800573970634807,5.0,10.0,3155.0,159.0,0.4573170731707317,1600
STORM,15,89.70720093992517,NaiveBayes,true,false,true,0.375,0.036585365853658534,0.701781104303934,0.05842026223458308,6.0,10.0,3155.0,158.0,0.3231707317073171,1590
STORM,15,89.70720093992517,IBk,false,false,false,0.33035714285714285,0.22560975609756098,0.5382508765845953,0.237634740178762,37.0,75.0,3090.0,127.0,0.3475609756097561,1345
STORM,15,89.70720093992517,IBk,true,false,false,0.3576158940397351,0.32926829268292684,0.6209301429507186,0.31028108100533697,54.0,97.0,3068.0,110.0,0.47560975609756095,1197
STORM,15,89.70720093992517,IBk,true,true,false,0.09694793536804308,0.6585365853658537,0.6636275189766115,0.09093999336602314,108.0,1006.0,2159.0,56.0,0.39634146341463417,1566
STORM,15,89.70720093992517,IBk,true,false,true,0.3951612903225806,0.29878048780487804,0.6209185835934189,0.31105132450331086,49.0,75.0,3090.0,115.0,0.4695121951219512,1225
